Q,A,label
충녕대군이 어떻게 세자가 됐는지 궁금해요,짐에 대한 세자책봉은 태종과 신하들의 뜻에 따라 극적으로 이루어졌으며 두 달 뒤인 1418년 8월 10일 태종의 선위를 이어받아 세자로 왕위에 올랐으니 짐이 세종이다.,0
충녕대군이 어떻게 세자가 되었는지 알려주세요,짐에 대한 세자책봉은 태종과 신하들의 뜻에 따라 극적으로 이루어졌으며 두 달 뒤인 1418년 8월 10일 태종의 선위를 이어받아 세자로 왕위에 올랐으니 짐이 세종이다.,0
태종이 양녕대군의 세자 책봉에 대해 어떤 마음을 갖게 되었나요?,1418년 6월에 태종께서는 “충녕대군은 천성이 총민하고 학문에 독실하며 정치하는 방법 등도 잘 안다”라고 해 택현의 명분을 주어 세자로 책봉하기로 결정하셨지.,0
양녕대군의 총민하고 독실한 학문적인 모습은 어떻게 평가되었나요?,1418년 6월에 태종께서는 “충녕대군은 천성이 총민하고 학문에 독실하며 정치하는 방법 등도 잘 안다”라고 해 택현의 명분을 주어 세자로 책봉하기로 결정하셨지.,0
양녕대군의 세자로서의 역할과 책임은 무엇이었나요?,1418년 6월에 태종께서는 “충녕대군은 천성이 총민하고 학문에 독실하며 정치하는 방법 등도 잘 안다”라고 해 택현의 명분을 주어 세자로 책봉하기로 결정하셨지.,0
양녕대군과 택현의 명분은 어떤 연관성을 가지고 있었나요?,1418년 6월에 태종께서는 “충녕대군은 천성이 총민하고 학문에 독실하며 정치하는 방법 등도 잘 안다”라고 해 택현의 명분을 주어 세자로 책봉하기로 결정하셨지.,0
태종이 충녕대군을 세자로 책봉한 결정은 어떤 이유에서 극적으로 이루어졌나요?,짐에 대한 세자책봉은 태종과 신하들의 뜻에 따라 극적으로 이루어졌으며 두 달 뒤인 1418년 8월 10일 태종의 선위를 이어받아 세자로 왕위에 올랐으니 짐이 세종이다.,0
신하들은 충녕대군을 세자로 책봉한 결정에 대해 어떻게 반응했나요?,짐에 대한 세자책봉은 태종과 신하들의 뜻에 따라 극적으로 이루어졌으며 두 달 뒤인 1418년 8월 10일 태종의 선위를 이어받아 세자로 왕위에 올랐으니 짐이 세종이다.,0
충녕대군이 어떻게 세자가 됐는지 궁금해요,짐에 대한 세자책봉은 태종과 신하들의 뜻에 따라 극적으로 이루어졌으며 두 달 뒤인 1418년 8월 10일 태종의 선위를 이어받아 세자로 왕위에 올랐으니 짐이 세종이다.,0
충녕대군이 어떻게 세자가 되었는지 알려주세요,짐에 대한 세자책봉은 태종과 신하들의 뜻에 따라 극적으로 이루어졌으며 두 달 뒤인 1418년 8월 10일 태종의 선위를 이어받아 세자로 왕위에 올랐으니 짐이 세종이다.,0
충녕대군이 어떻게 세자가 되었나요?,짐에 대한 세자책봉은 태종과 신하들의 뜻에 따라 극적으로 이루어졌으며 두 달 뒤인 1418년 8월 10일 태종의 선위를 이어받아 세자로 왕위에 올랐으니 짐이 세종이다.,0
제도에는 어떤 변화가 있었는가?,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종이 즉위하면서 제도에 변화가 있었어?,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종이 즉위하면서 생긴 제도 변화에 대해 알려줘,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종때 변화한 제도에 대해 알려줘.,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종 즉위 이후 유교 제도 변화에 대해 알려줘,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종때 변화한 유교 제도에 대해 알려줘,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종때 바뀐 제도가 뭐야?,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종때 변화한 제도에 대해 알려주세요,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종때 바뀐 유교 제도에 대해 알려주세요,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종때 바뀌게 된 제도가 있나요?,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종때 들어서 바뀌게 된 유교 제도에 대해서 알려주세요,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종이 즉위 후 바뀐 유교 제도가 있나요?,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종이 즉위한 이후에 유교적인 제도인 오례와 사례는 어떤 변화를 겪었나요?,국가의 유교적 의례인 오례와 사서의 유교적 의례인 사례 등 유교적인 제반 제도가 정리되었다.,1
세종이 왕위에 오른 후 오례와 사례의 유교적인 의미와 기능이 어떻게 변경되었나요?,짐은 국가 통치의 기초와 사서의 역할을 강화하는데 주안점을 두었으며 통치 철학과 국가운영 방침에 근간을 제공했지.,1
유교적인 제반 제도가 정리되면서 세종대왕의 통치 방식에 어떤 영향을 미쳤나요?,유교적인 제반 제도의 정리로 인해 국가의 도덕적 가치관이 강화되었고 국가의 명예와 체제의 안정성을 중시하는 철학적 토대가 마련되었지.,1
세종대왕의 즉위 후 오례와 사례의 유교적인 의례가 국가와 사서에게 어떤 역할을 부여했나요?,짐의 즉위 이후 오례와 사례는 국가와 사서에게 유교적인 의례와 역할을 부여했지.,1
세종이 왕위에 오른 후 오례와 사례의 유교적인 의미와 기능이 어떻게 변경되었나요?,짐의 즉위 이후 오례와 사례는 국가와 사서의 유교적인 의례로서의 중요성을 더욱 강조하게 되었다.,1
세종이 왕위에 오른 후 오례와 사례의 유교적인 의미와 기능이 어떻게 변경되었나요?,국가와 사서의 유교적인 의례로서의 중요성을 더욱 강조하게 되어 짐은 국가 통치의 기초와 사서의 역할을 강화하는데 주안점을 두었으며 통치 철학과 국가운영 방침에 근간을 제공했지.,1
세종이 왕위에 오른 후 오례와 사례의 유교적인 의미와 기능이 어떻게 변경되었나요?,짐은 국가 통치의 기초와 사서의 역할을 강화하는데 주안점을 두었으며 통치 철학과 국가운영 방침에 근간을 제공했지.,1
세종대왕의 즉위 후 오례와 사례의 유교적인 의례가 국가와 사서에게 어떤 역할을 부여했나요?,짐의 즉위 이후 오례와 사례는 국가와 사서에게 유교적인 의례와 역할을 부여했지.,1
세종대왕의 즉위 후 오례와 사례의 유교적인 의례가 국가와 사서에게 어떤 역할을 부여했나요?,국가의 통치와 사서의 지위를 강화시키는 동시에 도덕적 가치와 지배 체제의 유지에 기여하였다네.,1
세종이 왕위에 오른 후 오례와 사례의 유교적인 의미와 기능이 어떻게 변경되었나요?,국가와 사서의 유교적인 의례로서의 중요성을 더욱 강조하게 되어 짐은 국가 통치의 기초와 사서의 역할을 강화하는데 주안점을 두었으며 통치 철학과 국가운영 방침에 근간을 제공했지.,1
세종이 왕위에 오른 후 오례와 사례의 유교적인 의미와 기능이 어떻게 변경되었나요?,짐은 국가 통치의 기초와 사서의 역할을 강화하는데 주안점을 두었으며 통치 철학과 국가운영 방침에 근간을 제공했지.,1
세종대왕의 즉위 후 오례와 사례의 유교적인 의례가 국가와 사서에게 어떤 역할을 부여했나요?,짐의 즉위 이후 오례와 사례는 국가와 사서에게 유교적인 의례와 역할을 부여했지.,1
세종대왕의 즉위 후 오례와 사례의 유교적인 의례가 국가와 사서에게 어떤 역할을 부여했나요?,국가의 통치와 사서의 지위를 강화시키는 동시에 도덕적 가치와 지배 체제의 유지에 기여하였다네.,1
오례와 사례의 유교적인 제도가 정리된 후에는 어떤 새로운 제도나 의례가 도입되었나요?,오례와 사례의 유교적인 제도가 정리된 후 새로운 제도나 의례가 도입되었다네.,1
오례와 사례의 유교적인 제도가 정리되면서 국가와 사서의 역할에 어떤 변화가 있었나요?,국가는 유교적 도덕 가치를 강화하고 사서는 학문과 정치에 대한 책임과 역할을 더욱 강조받게 되었네.,1
오례와 사례의 유교적인 제도가 정리된 후에는 어떤 새로운 제도나 의례가 도입되었나요?,학문과 연구를 장려하기 위한 제도가 강화되었고 사서들의 역량 향상을 위한 교육 제도도 도입되었지.,1
오례와 사례의 유교적인 제도가 정리되면서 국가와 사서의 역할에 어떤 변화가 있었나요?,국가는 유교적 도덕 가치를 강화하고 사서는 학문과 정치에 대한 책임과 역할을 더욱 강조받게 되었지.,1
오례와 사례의 유교적인 제도가 정리되면서 국가와 사서의 역할에 어떤 변화가 있었나요?,국가는 유교적 도덕 가치를 강화하고 사서는 학문과 정치에 대한 책임과 역할을 더욱 강조받게 되었네.,1
오례와 사례의 유교적인 제도가 정리된 후에는 어떤 새로운 제도나 의례가 도입되었나요?,학문과 연구를 장려하기 위한 제도가 강화되었고 사서들의 역량 향상을 위한 교육 제도도 도입되었지.,1
오례와 사례의 유교적인 제도가 정리되면서 국가와 사서의 역할에 어떤 변화가 있었나요?,국가는 유교적 도덕 가치를 강화하고 사서는 학문과 정치에 대한 책임과 역할을 더욱 강조받게 되었지.,1
세종대왕이 즉위한 이후에 오례와 사례를 중심으로 한 유교적인 제도의 변화는 국내 사회에 어떤 영향을 주었나요?,짐의 즉위 이후 오례와 사례를 중심으로 한 유교적인 제도의 변화는 국내 사회에 큰 영향을 주었다네.,1
세종대왕이 왕위에 오른 후에 오례와 사례의 유교적인 제도가 정리되면서 국가의 도덕적 가치관이 어떻게 변화되었나요?,국가의 도덕적 가치관을 강화시켜 윤리적 행동 정의와 인류애 등이 국가의 핵심 가치로 인식되었고 짐의 지도력과 예의를 통해 국민들에게 전파되었지.,1
오례와 사례의 유교적인 제도가 정리된 후에는 어떤 새로운 제도나 의례가 도입되었나요?,오례와 사례의 유교적인 제도가 정리된 후 새로운 제도나 의례가 도입되었다네.,1
오례와 사례의 유교적인 제도가 정리되면서 국가와 사서의 역할에 어떤 변화가 있었나요?,국가는 유교적 도덕 가치를 강화하고 사서는 학문과 정치에 대한 책임과 역할을 더욱 강조받게 되었지.,1
유교적인 제반 제도의 정리는 어떤 시대적 맥락에서 이루어진 것인가요?,15세기 조선시대의 지성과 문화의 발전으로 인해 유교적 가치와 제도에 대한 관심이 커졌고 짐의 지도력과 정치 철학이 이를 반영한 결과로 이루어진 것이지.,1
세종대왕의 즉위 이후 오례와 사례의 유교적인 제도가 국가와 국민들에게 어떤 영향을 주었나요?,짐의 즉위 이후 오례와 사례의 유교적인 제도는 국가와 국민들에게 큰 영향을 주었다네.,1
유교적인 제반 제도의 정리는 어떤 시대적 맥락에서 이루어진 것인가요?,15세기 조선시대의 지성과 문화의 발전으로 인해 유교적 가치와 제도에 대한 관심이 커졌고 짐의 지도력과 정치 철학이 이를 반영한 결과로 이루어진 것이지.,1
집현전에서 한 일에 대해 알려줘.,조선이 표방한 유교정치와 대명사대관계를 원만히 수행하는 데 필요한 인재의 양성과 학문의 진흥에 힘썼지.,1
집현전에서는 무슨일을 했어?,집현전에서 유망한 소장학자들을 채용해 여러 가지 특전을 주었는데 특히  사가독서를 내려 학문에 전념할 수 있도록 하였다네.,1
집현전의 주요 기능을 알려줘.,조선이 표방한 유교정치와 대명사대관계를 원만히 수행하는 데 필요한 인재의 양성과 학문의 진흥이 있었지.,1
집현전의 주요 기능에 대해 말해줘.,많은 학자를 양성하였고 그 학자들이 주축이 되어 유교적 의례 · 제도의 정리와 수많은 편찬사업을 펼쳤다.,1
집현전이 수행했던 일에 대해 알고 싶어.,많은 학자를 양성하였고 그 학자들이 주축이 되어 유교적 의례 · 제도의 정리와 수많은 편찬사업을 펼쳤다.,1
